Title~Thumbnail url~Channel name~Duration in seconds~Video url
"No Man's Valley ""Time Travel"" (New Full Album) 2016 Psychedelic Blues Rock"~https://i.ytimg.com/vi/Pu9jP33pSoE/maxresdefault.jpg~The Bong Druid Of Mammoth Weed Mountain~2025~https://www.youtube.com/watch?v=Pu9jP33pSoE
"High Priest Of Saturn ""Sons Of Earth And Sky"" (Full Album) 2016 Heavy Psychedelic Rock"~https://i.ytimg.com/vi/y9WKj5TSL-M/maxresdefault.jpg~The Bong Druid Of Mammoth Weed Mountain~2420~https://www.youtube.com/watch?v=y9WKj5TSL-M
Mountain Witch - Cold River (This Charming Man Records) [Full Album]~https://i.ytimg.com/vi/aLVcSC6WfeU/maxresdefault.jpg~CargoRecordsGermany~2353~https://www.youtube.com/watch?v=aLVcSC6WfeU
Savage Master - Myth, Magic and Steel (2019)~https://i.ytimg.com/vi/6RReP6pN-mo/sddefault.jpg~NWOTHM Full Albums~2461~https://www.youtube.com/watch?v=6RReP6pN-mo
Traveler - Traveler (2019)~https://i.ytimg.com/vi/O1aVRkMsncc/sddefault.jpg~NWOTHM Full Albums~2320~https://www.youtube.com/watch?v=O1aVRkMsncc
Sign of the Jackal - Breaking the Spell (2018)~https://i.ytimg.com/vi/Z8Yj_hH9DUA/sddefault.jpg~NWOTHM Full Albums~1953~https://www.youtube.com/watch?v=Z8Yj_hH9DUA
Riot City - Burn the Night (2019)~https://i.ytimg.com/vi/Je_f3dgxq4o/sddefault.jpg~NWOTHM Full Albums~2229~https://www.youtube.com/watch?v=Je_f3dgxq4o
High Priest of Saturn - High Priest of Saturn (Full album)~https://i.ytimg.com/vi/WtEoXC9nHA0/maxresdefault.jpg~Oliver Haddo~2494~https://www.youtube.com/watch?v=WtEoXC9nHA0
Electric Wizard - Legalise Drugs and Murder (Cassette Limited Edition) (2012)~https://i.ytimg.com/vi/O3OX7xw4nRg/hqdefault.jpg~Alexandre Silva Alves~2154~https://www.youtube.com/watch?v=O3OX7xw4nRg
Acoustic Wizard (2013-2014) Full Discography~https://i.ytimg.com/vi/qmNiVLDFx2g/maxresdefault.jpg~Leonardo Ortiz~3772~https://www.youtube.com/watch?v=qmNiVLDFx2g
Uncle Acid And The Deadbeats - Mind Control (2013) (Full album)~https://i.ytimg.com/vi/RIcf5Yhpido/maxresdefault.jpg~Bebbeth~3037~https://www.youtube.com/watch?v=RIcf5Yhpido
Magmakammer - Magmakammer (Full EP 2015)~https://i.ytimg.com/vi/VfGs_qPSm5A/sddefault.jpg~666MrDoom~1383~https://www.youtube.com/watch?v=VfGs_qPSm5A
High Reeper - High Reeper (Full Album 2018)~https://i.ytimg.com/vi/6tS46wwgPSM/hqdefault.jpg~666MrDoom~2532~https://www.youtube.com/watch?v=6tS46wwgPSM
Iron Griffin - Curse of the Sky (2019)~https://i.ytimg.com/vi/00kWMaF8ovs/sddefault.jpg~NWOTHM Full Albums~1850~https://www.youtube.com/watch?v=00kWMaF8ovs
Iron Griffin - Iron Griffin [EP] (2017)~https://i.ytimg.com/vi/04ciWVgK918/sddefault.jpg~NWOTHM Full Albums~1086~https://www.youtube.com/watch?v=04ciWVgK918
Khruangbin @ Villain | Pitchfork Live~https://i.ytimg.com/vi/q4xKvHANqjk/maxresdefault.jpg~Pitchfork~3142~https://www.youtube.com/watch?v=q4xKvHANqjk
Sandstorm - Time To Strike (2019)~https://i.ytimg.com/vi/OMNI4ZB9eOU/sddefault.jpg~NWOTHM Full Albums~2069~https://www.youtube.com/watch?v=OMNI4ZB9eOU
Lucifer - Lucifer I (Full Album)~https://i.ytimg.com/vi/Rs8QdGz1FfM/maxresdefault.jpg~H.Y.~2634~https://www.youtube.com/watch?v=Rs8QdGz1FfM
The Oath - The oath (2014) Full Album~https://i.ytimg.com/vi/X6W-UM86Hx8/maxresdefault.jpg~Monster Astronauts~2630~https://www.youtube.com/watch?v=X6W-UM86Hx8
Boris Randall - All That Is Black (Full Album 2018)~https://i.ytimg.com/vi/AkVOouHPLVs/sddefault.jpg~666MrDoom~2204~https://www.youtube.com/watch?v=AkVOouHPLVs
Relaxing Psychedelic 5 Hours of  Space RocK~https://i.ytimg.com/vi/GTXXwgxQYnk/hqdefault.jpg~DE LACULTE~17879~https://www.youtube.com/watch?v=GTXXwgxQYnk
Tommy Guerrero - No Mans Land [Full Album]~https://i.ytimg.com/vi/e05rLVZQKiU/sddefault.jpg~Proved Records~3036~https://www.youtube.com/watch?v=e05rLVZQKiU
Road to Knowhere - Tommy Guerrero [2018](USA)|Indie Jazz/Funk Rock~https://i.ytimg.com/vi/lIOnPqdB-Dw/sddefault.jpg~Garoth Archives: Rock & Metal~2891~https://www.youtube.com/watch?v=lIOnPqdB-Dw
Mr. Bad Luck - Fata Morgana (Full Album 2019)~https://i.ytimg.com/vi/SckAEPUqJm8/sddefault.jpg~666MrDoom~1831~https://www.youtube.com/watch?v=SckAEPUqJm8
Mr.  Bad Luck - Tale of The Mountain Man (Full Album 2016)~https://i.ytimg.com/vi/s0_62qFH6ZA/maxresdefault.jpg~666MrDoom~1888~https://www.youtube.com/watch?v=s0_62qFH6ZA
1782 - 1782  (Full Album 2019)~https://i.ytimg.com/vi/eR02DI7LcL4/maxresdefault.jpg~666MrDoom~2343~https://www.youtube.com/watch?v=eR02DI7LcL4
